id,试卷名称,试题简介,words
113,章末复习,"如图所示,“40”表示_______,在遵守交通规则的前提下,从这两个标志牌处到达“西大桥”...",章末 复习 如图所示 40 表示 _______ 遵守 交通规则 前提 两个 标志牌 到达 大桥 ...
114,章末复习,"(攀枝花中考)小军用刻度尺和数字钟(时:分:秒)测木块在水平面上滑行的速度,木块滑动的位置与时间如图所示,则...",章末 复习 攀枝花 中考 军用 刻度尺 数字钟 木块 水平 面上 滑行 速度 木块 滑动 位置 时间 如图所示 ...
115,章末复习,"(重庆中考)“五一”劳动节期间,很多外地游客乘坐重庆长江索道,体验重庆的“立体交通”...",章末 复习 重庆 中考 五一 劳动节 期间 很多 外地 游客 乘坐 重庆 长江 索道 体验 重庆 立体 交通 ...
116,章末复习,"(邵阳中考)邵阳市区即将竣工的雪峰大桥,是一座翼型斜拉桥,其翼型伸展度居全国首位,大桥全长约为951 m,设计...",章末 复习 邵阳 中考 邵阳市 即将 竣工 雪峰 大桥 一座 翼型 斜拉桥 翼型 伸展 度居 全国 首位 大桥 全长约 951 设计 ...
117,章末复习,"(常州中考)阳湖中学龙舟队参加市300 m龙舟赛,前150 m的平均速度为3 m/s,后150 m的平均速度为5 m/s,全程的平...",章末 复习 常州 中考 阳湖 中学 龙舟队 参加 300 龙舟赛 150 平均速度 150 平均速度 全程 ...
118,章末复习,"(潍坊中考)某兴趣小组的同学用斜面、小车、长刻度尺、录像机等,研究“斜面上运动的物体,运动路程和通...",章末 复习 潍坊 中考 兴趣小组 同学 斜面 小车 刻度尺 录像机 研究 斜面 运动 物体 运动 路程 ...
119,章末复习,"如图所示是小明乘坐出租车后获得的车费发票,车票上显示了一些数据,试根据其中的有关数据回答下列问题: 上车...",章末 复习 如图所示 小明 乘坐 出租车 获得 车费 发票 车票 显示 一些 数据 根据 其中 有关 数据 回答 下列 问题 上车 ...
120,2019级16班9.11-9.18错题集,"(河北中考)平直公路上并排停放着两辆汽车,一段时间后,坐在甲车上的小明感觉乙车向北运动,关于两辆汽车的运...",2019 16 9.11 9.18 错题 河北 中考 平直 公路 并排 停放 两辆 汽车 一段时间 坐在 车上 小明 感觉 乙车 运动 关于 两辆 汽车 ...
121,2019级16班9.11-9.18错题集,"初中生小红想对比测量一个月前后自己的身高变化,选用下列哪种尺最合适()",2019 16 9.11 9.18 错题 初中生 小红想 对比 测量 一个月 前后 自己 身高 变化 选用 下列 哪种 最合适
122,2019级16班9.11-9.18错题集,"下列估测的数据中,最接近实际的是( )",2019 16 9.11 9.18 错题 下列 估测 数据 接近 实际
123,2019级16班9.11-9.18错题集,下列有关长度的测量说法错误的是( ),2019 16 9.11 9.18 错题 下列 有关 长度 测量 说法 错误
124,09月21日物理课堂练习104测平均速度,"1.如图所示是测量小车平均速度的实验装置示意图,让小车从静止开始沿斜面向下运动,关于小车通过前半段路程s1...",09 21 物理 课堂练习 104 平均速度 如图所示 测量 小车 平均速度 实验 装置 示意图 小车 静止 开始 斜面 向下 运动 关于 小车 通过 前半段 路程 s1 ...
125,09月21日物理课堂练习104测平均速度,"(2019武昌联考)如图为测量小车平均速度的装置.A 是斜面上可移动的小车,B 为固定在斜面上端的位 置传感器.位...",09 21 物理 课堂练习 104 平均速度 2019 武昌 联考 如图 测量 小车 平均速度 装置 斜面 移动 小车 固定 斜面 端的 传感器 ...
126,09月21日物理课堂练习104测平均速度,"如图,在“测量平均速度”的实验中,提供的实验器材有:木板(长为120.0cm,底端有金属挡板)、小车(长...",09 21 物理 课堂练习 104 平均速度 如图 测量 平均速度 实验 提供 实验 器材 木板 长为 120.0 cm 底端 金属 挡板 小车 ...
127,09月21日物理课堂练习104测平均速度,"如图,是一个水滴下落过程的示意图,水滴通过AB 和BC 所用时间均为0.1s.水滴由A 位置下落到C 位 置运动的距离...",09 21 物理 课堂练习 104 平均速度 如图 一个 水滴 下落 过程 示意图 水滴 通过 ab bc 所用 时间 0.1 水滴 位置 下落 运动 距离 ...
128,09月21日物理课堂练习104测平均速度,"两个同学做“探究小车沿斜面下滑时速度变化的情况”实验,如图所示是小车滑下过程中的示意图,实验...",09 21 物理 课堂练习 104 平均速度 两个 同学 探究 小车 斜面 下滑 速度 变化 情况 实验 如图所示 小车 过程 示意图 实验 ...
129,09月21日物理课堂练习104测平均速度,"在课外实践活动中,用闪光照相机探究纸锥竖直下落的运动情况,照相机每隔0.2s曝光一次.小芳所在 的兴趣小组拍...",09 21 物理 课堂练习 104 平均速度 课外 实践 活动 闪光 照相机 探究 竖直 下落 运动 情况 照相机 每隔 0.2 曝光 一次 小芳 所在 兴趣小组 ...
130,09月21日物理课堂练习104测平均速度,"在如图所示的斜面上测量小车运动的平均速度.让小车从斜面的 A 点由静止开始下滑,分别测出小车到 达B 点和C ...",09 21 物理 课堂练习 104 平均速度 如图所示 斜面 测量 小车 运动 平均速度 小车 斜面 静止 开始 下滑 分别 测出 小车 ...
131,09月21日物理课堂练习104测平均速度,"在如图所示的斜面上测量小车运动的平均速度,让小车从斜面的 A 点由静止开始下滑,分别测出小车到 达B 点和C ...",09 21 物理 课堂练习 104 平均速度 如图所示 斜面 测量 小车 运动 平均速度 小车 斜面 静止 开始 下滑 分别 测出 小车 ...
132,09月21日物理课堂练习104测平均速度,"汽车以25m/s的速度匀速行驶,司机突然发现前方有紧急情况,经过0.5s(从发现情况到开始制动刹车, 司机的反应时...",09 21 物理 课堂练习 104 平均速度 汽车 25m 速度 匀速 行驶 司机 突然 发现 前方 紧急情况 经过 0.5 发现 情况 开始 制动 刹车 司机 反应 ...
133,2019级16班9.11-9.18错题集,"在一条长绳的一端系一个小铁块就做成了一个摆,要测出它摆动一个来回所用的时间(周期: T),方法是 :用秒表测...",2019 16 9.11 9.18 错题 一条 长绳 一端 一个 铁块 做成 一个 测出 摆动 一个 来回 所用 时间 周期 方法 秒表 ...
134,2019级16班9.11-9.18错题集,"如图1所示,物体的长度是  cm.如图所示,使用厚刻度尺测量物体的长度时,符合要求的是  图,写出与图2相对应的...",2019 16 9.11 9.18 错题 如图 所示 物体 长度 cm 如图所示 使用 刻度尺 测量 物体 长度 符合要求 写出 相对 ...
135,2019级16班9.11-9.18错题集,"市场上有一款PM2.5检测仪,它可测量空气中直径范围为0.3~2.5 μm的颗粒物浓度,即它可测出最小直径为_______m...",2019 16 9.11 9.18 错题 市场 一款 pm2.5 检测仪 测量 空气 直径 范围 0.3 2.5 颗粒物 浓度 测出 最小 直径 _______ ...
136,2019级16班9.11-9.18错题集,"(聊城中考)暑假,家住聊城的小明准备乘坐Z308次列车去北京参加青少年夏令营,该车经停车站的信息如下表所示,...",2019 16 9.11 9.18 错题 聊城 中考 暑假 家住 聊城 小明 准备 乘坐 z308 次列车 北京 参加 青少年 夏令营 该车 停车站 信息 如下 所示 ...
137,2019级16班9.11-9.18错题集,"如图所示,用A、B两把刻度尺测量同一物体的长度,准确程度较高的是_______刻度尺,最接近物体长度真实值的读数...",2019 16 9.11 9.18 错题 如图所示 两把 刻度尺 测量 同一 物体 长度 准确 程度较高 _______ 刻度尺 接近 物体 长度 真实 读数 ...
138,2019级16班9.18-9.25错题集,"在如图所示的斜面上测量小车运动的平均速度,让小车从斜面的 A 点由静止开始下滑,分别测出小车到 达B 点和C ...",2019 16 9.18 9.25 错题 如图所示 斜面 测量 小车 运动 平均速度 小车 斜面 静止 开始 下滑 分别 测出 小车 ...
139,2019级16班9.18-9.25错题集,"(河北中考)平直公路上并排停放着两辆汽车,一段时间后,坐在甲车上的小明感觉乙车向北运动,关于两辆汽车的运...",2019 16 9.18 9.25 错题 河北 中考 平直 公路 并排 停放 两辆 汽车 一段时间 坐在 车上 小明 感觉 乙车 运动 关于 两辆 汽车 ...
140,2019级16班9.18-9.25错题集,"(2019无锡)小明和小红从同一地点、沿同一直线,以大小相等的速度,同时向相反方向匀速行走,1min后 两人相距12...",2019 16 9.18 9.25 错题 2019 无锡 小明 和小红 同一 地点 同一 直线 大小 相等 速度 同时 相反 方向 匀速 行走 1min 两人 相距 12 ...
141,2019级16班9.18-9.25错题集,"陈老师喜爱绕白云湖行走,通过手机软件测得四十分钟行走6000步,路程约4km.据此估计他行走的平 均速度和一步...",2019 16 9.18 9.25 错题 陈老师 喜爱 白云 行走 通过 手机软件 四十分钟 行走 6000 路程 4km 据此 估计 行走 速度 一步 ...
142,第2节  第1课时 音调 响度,"琴弦H比琴弦L每秒内振动次数多,推断此时H比L发出的声音()",课时 音调 响度 琴弦 琴弦 每秒 振动 次数 推断 此时 发出 声音
143,第2节  第1课时 音调 响度,下列日常用语中所讲的“高”指的是音调的是(),课时 音调 响度 下列 日常用语 中所 音调
144,第2节  第1课时 音调 响度,"如图所示,蝴蝶飞行时翅膀振动的频率为5~6 Hz,蜜蜂飞行时翅膀振动的频率为300~500 Hz.当它们从你的身后飞过...",课时 音调 响度 如图所示 蝴蝶 飞行 翅膀 振动 频率 hz 蜜蜂 飞行 翅膀 振动 频率 300 500 hz 它们 身后 飞过 ...
145,第2节  第1课时 音调 响度,"(无锡中考)物理老师上课声音洪亮,大家听得很清楚,这里的“洪亮”是指声音的()",课时 音调 响度 无锡 中考 物理 老师上课 声音洪亮 大家 听得 清楚 这里 洪亮 声音
146,第2节  第1课时 音调 响度,"如图所示,用薄塑料片在甲、乙两把塑料梳子的齿上用同样的速度分别划一次,则()",课时 音调 响度 如图所示 用薄 塑料片 两把 塑料 梳子 同样 速度 分别 一次
147,第2节  第1课时 音调 响度,"用大小不同的力先后敲击同一个音叉,比较音叉两次发出的声音,下列说法中正确的是()",课时 音调 响度 大小 不同 先后 敲击 同一个 音叉 比较 音叉 两次 发出 声音 下列 说法 正确
148,第2节  第1课时 音调 响度,"(济南中考)2016年6月30日晚,《新年永恒》——建党95周年音乐会在北京人民大会堂举行,音乐会上,男中音放声独...",课时 音调 响度 济南 中考 2016 30 日晚 新年 永恒 建党 95 周年 音乐会 北京人民大会堂 举行 音乐会 男中音 放声 ...
149,第2节  第1课时 音调 响度,"(随州中考)据图分析,下列说法正确的是()",课时 音调 响度 随州 中考 据图 分析 下列 说法 正确
150,第1节　声音的产生与传播,"关于声音的产生,下列说法错误的是()",声音 产生 传播 关于 声音 产生 下列 说法 错误
151,第1节　声音的产生与传播,"尖叫鸡是很多小朋友爱玩的玩具,它“喔喔”的叫声给孩子带来了乐趣,它的原理是在塑料皮里内置了一...",声音 产生 传播 尖叫 很多 小朋友 爱玩 玩具 叫声 孩子 带来 乐趣 原理 塑料 皮里 内置 ...
152,第1节　声音的产生与传播,"(桂林中考)如图所示,把正在响铃的闹钟放在玻璃罩内,逐渐抽出罩内的空气,听到声音逐渐变小,再让空气逐渐进入...",声音 产生 传播 桂林 中考 如图所示 正在 响铃 闹钟 放在 玻璃罩 逐渐 抽出 空气 听到 声音 逐渐 变小 空气 逐渐 进入 ...
153,第1节　声音的产生与传播,"关于“声速”,以下说法正确的是()",声音 产生 传播 关于 声速 以下 说法 正确
154,第1节　声音的产生与传播,"(随州中考)如图所示,在探究“声音是由物体振动产生的”实验中,将正在发声的音叉紧靠悬线下的轻质...",声音 产生 传播 随州 中考 如图所示 探究 声音 物体 振动 产生 实验 正在 发声 音叉 紧靠 线下 轻质 ...
155,第1节　声音的产生与传播,"宇航员在飞船舱外工作时,他们之间的对话必须借助电子通信设备才能进行,而在飞船舱内却可以直接对话,其原因...",声音 产生 传播 宇航员 船舱 工作 他们 之间 对话 必须 借助 电子 通信 设备 才能 进行 飞船 舱内 可以 直接对话 原因 ...
156,第1节　声音的产生与传播,"贝多芬是德国杰出的音乐家,维也纳古典乐派代表人物之一,世界音乐史上最伟大的作曲家之一.贝多芬56岁时听觉...",声音 产生 传播 贝多芬 德国 杰出 音乐家 维也纳 古典 乐派 代表 人物 之一 世界 音乐史 伟大 作曲家 之一 贝多芬 56 听觉 ...
157,第1节　声音的产生与传播,下列最能说明液体可以传播声音的现象是(),声音 产生 传播 下列 最能 说明 液体 可以 传播声音 现象
