id,试卷名称,试题简介,word2vec
122,2019级16班9.11-9.18错题集,"下列估测的数据中,最接近实际的是( )","[-0.05957154459320009,-0.23530937172472477,-0.22060697963461282,-0.14675630144774915,-0.024442284740507605]"
123,2019级16班9.11-9.18错题集,下列有关长度的测量说法错误的是( ),"[-0.12885499068281867,-0.25498911569064314,-0.26652500304308807,-0.3059546304020015,0.1979874684052034]"
124,09月21日物理课堂练习104测平均速度,"1.如图所示是测量小车平均速度的实验装置示意图,让小车从静止开始沿斜面向下运动,关于小车通过前半段路程s1...","[-0.29626722984875625,-0.46274225900952637,0.1288978149756216,-0.1562157997574944,-0.014290466591214333]"
125,09月21日物理课堂练习104测平均速度,"(2019武昌联考)如图为测量小车平均速度的装置.A 是斜面上可移动的小车,B 为固定在斜面上端的位 置传感器.位...","[-0.36133401112800295,-0.46363579939034855,0.09510557107966054,-0.12514998835765503,-0.10864047519862652]"
126,09月21日物理课堂练习104测平均速度,"如图,在“测量平均速度”的实验中,提供的实验器材有:木板(长为120.0cm,底端有金属挡板)、小车(长...","[-0.27788064383308997,-0.31164276218888437,0.02755976425991817,0.08359339765527032,-0.07981484057381749]"
127,09月21日物理课堂练习104测平均速度,"如图,是一个水滴下落过程的示意图,水滴通过AB 和BC 所用时间均为0.1s.水滴由A 位置下落到C 位 置运动的距离...","[-0.18066783605143427,-0.26331957533955574,0.14625768238678574,0.01995931748300791,-0.025526624517515303]"
128,09月21日物理课堂练习104测平均速度,"两个同学做“探究小车沿斜面下滑时速度变化的情况”实验,如图所示是小车滑下过程中的示意图,实验...","[-0.4114839911291545,-0.2879198001358997,0.0014990837821228938,0.027246872809800236,-0.061691540208729835]"
129,09月21日物理课堂练习104测平均速度,"在课外实践活动中,用闪光照相机探究纸锥竖直下落的运动情况,照相机每隔0.2s曝光一次.小芳所在 的兴趣小组拍...","[-0.1379671046882868,-0.1841304911673069,0.09964549662545323,0.08757468815660105,-0.026162570631131532]"
130,09月21日物理课堂练习104测平均速度,"在如图所示的斜面上测量小车运动的平均速度.让小车从斜面的 A 点由静止开始下滑,分别测出小车到 达B 点和C ...","[-0.3905254645006997,-0.647050906150114,0.2353530056508524,-0.27111273915285156,-0.08592862153558858]"
131,09月21日物理课堂练习104测平均速度,"在如图所示的斜面上测量小车运动的平均速度,让小车从斜面的 A 点由静止开始下滑,分别测出小车到 达B 点和C ...","[-0.3905254645006997,-0.647050906150114,0.2353530056508524,-0.27111273915285156,-0.08592862153558858]"
132,09月21日物理课堂练习104测平均速度,"汽车以25m/s的速度匀速行驶,司机突然发现前方有紧急情况,经过0.5s(从发现情况到开始制动刹车, 司机的反应时...","[-0.1037576451109579,-0.21502316273892155,0.11562078911811113,0.04679244412825658,-0.002692838512862531]"
133,2019级16班9.11-9.18错题集,"在一条长绳的一端系一个小铁块就做成了一个摆,要测出它摆动一个来回所用的时间(周期: T),方法是 :用秒表测...","[0.013866944450207733,-0.10573824986138128,-0.003456478239968419,-0.07475126281761649,-0.08346840900114992]"
134,2019级16班9.11-9.18错题集,"如图1所示,物体的长度是  cm.如图所示,使用厚刻度尺测量物体的长度时,符合要求的是  图,写出与图2相对应的...","[-0.030408063530921937,-0.29034761097282175,-0.04853463238105178,-0.05643443241715432,-0.05366592418868095]"
135,2019级16班9.11-9.18错题集,"市场上有一款PM2.5检测仪,它可测量空气中直径范围为0.3~2.5 μm的颗粒物浓度,即它可测出最小直径为_______m...","[0.01849196021529761,-0.1453359922478822,-0.03310029782270166,-0.14907375198196282,-0.08678266558457505]"
136,2019级16班9.11-9.18错题集,"(聊城中考)暑假,家住聊城的小明准备乘坐Z308次列车去北京参加青少年夏令营,该车经停车站的信息如下表所示,...","[0.06663322418928147,-0.1502548404643312,-0.053691095486283306,-0.021491631902754306,0.05141635434702039]"
137,2019级16班9.11-9.18错题集,"如图所示,用A、B两把刻度尺测量同一物体的长度,准确程度较高的是_______刻度尺,最接近物体长度真实值的读数...","[-0.010014599189162254,-0.2932704732097177,0.026860962558368392,-0.12691343948245049,-0.045851079831746494]"
138,2019级16班9.18-9.25错题集,"在如图所示的斜面上测量小车运动的平均速度,让小车从斜面的 A 点由静止开始下滑,分别测出小车到 达B 点和C ...","[-0.20809982270002367,-0.6190585898235441,0.07545856316573918,-0.44466653000563383,-0.03618805693695322]"
139,2019级16班9.18-9.25错题集,"(河北中考)平直公路上并排停放着两辆汽车,一段时间后,坐在甲车上的小明感觉乙车向北运动,关于两辆汽车的运...","[-0.06901937796889493,-0.2686182471613089,0.14353868830949068,-0.07605058676563203,0.11075533929397352]"
140,2019级16班9.18-9.25错题集,"(2019无锡)小明和小红从同一地点、沿同一直线,以大小相等的速度,同时向相反方向匀速行走,1min后 两人相距12...","[-0.049876206733572945,-0.2289391804773074,-0.0795358864662166,-0.021710466557683855,0.028891989692615777]"
141,2019级16班9.18-9.25错题集,"陈老师喜爱绕白云湖行走,通过手机软件测得四十分钟行走6000步,路程约4km.据此估计他行走的平 均速度和一步...","[0.1423576908524741,-0.2634366016665643,-0.0269372343424369,-0.032751560380513016,0.08975691375830634]"
142,第2节  第1课时 音调 响度,"琴弦H比琴弦L每秒内振动次数多,推断此时H比L发出的声音()","[0.1649231013531486,-0.18191646908720333,0.15009888152902323,-0.1637447526057561,0.02307924964892057]"
143,第2节  第1课时 音调 响度,下列日常用语中所讲的“高”指的是音调的是(),"[0.03962228021451405,-0.09951175270336014,-0.1413539605481284,-0.12002112743045602,-0.006525503155509276]"
144,第2节  第1课时 音调 响度,"如图所示,蝴蝶飞行时翅膀振动的频率为5~6 Hz,蜜蜂飞行时翅膀振动的频率为300~500 Hz.当它们从你的身后飞过...","[0.12232710150155154,-0.10567247338423676,0.06365472220138393,0.004499851133335721,0.10796391051156785]"
145,第2节  第1课时 音调 响度,"(无锡中考)物理老师上课声音洪亮,大家听得很清楚,这里的“洪亮”是指声音的()","[0.0490323875897697,-0.17052060631769042,0.059968234305935245,0.06337909147675548,0.05034802084888464]"
146,第2节  第1课时 音调 响度,"如图所示,用薄塑料片在甲、乙两把塑料梳子的齿上用同样的速度分别划一次,则()","[-0.009372447115870623,-0.040773014967831284,0.04685707110911608,0.05760158627079084,-0.007859067821230453]"
147,第2节  第1课时 音调 响度,"用大小不同的力先后敲击同一个音叉,比较音叉两次发出的声音,下列说法中正确的是()","[0.044606654302162284,-0.01055798482368974,-0.002313642488682971,-0.20404420508181348,0.14984975779182552]"
148,第2节  第1课时 音调 响度,"(济南中考)2016年6月30日晚,《新年永恒》——建党95周年音乐会在北京人民大会堂举行,音乐会上,男中音放声独...","[-0.10989287672564388,-0.05568089552689344,-0.014247621316462756,0.17960261087864637,0.038317775976611304]"
149,第2节  第1课时 音调 响度,"(随州中考)据图分析,下列说法正确的是()","[-0.07859273683279754,0.03948325961828232,-0.27770466236397623,-0.1096205372363329,0.2565297130844556]"
150,第1节　声音的产生与传播,"关于声音的产生,下列说法错误的是()","[-0.010985760535630914,-0.1602426523135768,-0.018704394499460854,-0.47836542626221973,0.27537874070306617]"
151,第1节　声音的产生与传播,"尖叫鸡是很多小朋友爱玩的玩具,它“喔喔”的叫声给孩子带来了乐趣,它的原理是在塑料皮里内置了一...","[0.11079714606132578,-0.16235288429786177,0.13172015794278943,-0.09625440775690709,0.0770036809365539]"
152,第1节　声音的产生与传播,"(桂林中考)如图所示,把正在响铃的闹钟放在玻璃罩内,逐渐抽出罩内的空气,听到声音逐渐变小,再让空气逐渐进入...","[0.090724966107783,-0.11600483784621413,0.13792109764604407,-0.08159857556562532,0.041162062563340776]"
153,第1节　声音的产生与传播,"关于“声速”,以下说法正确的是()","[-0.11895433941390365,-0.037269855849444866,-0.07674922607839108,-0.4387490525841713,0.34996994817629457]"
154,第1节　声音的产生与传播,"(随州中考)如图所示,在探究“声音是由物体振动产生的”实验中,将正在发声的音叉紧靠悬线下的轻质...","[0.020235204971150347,-0.12139389056124185,0.1712691718712449,-0.13512187206039303,0.039441042873812344]"
155,第1节　声音的产生与传播,"宇航员在飞船舱外工作时,他们之间的对话必须借助电子通信设备才能进行,而在飞船舱内却可以直接对话,其原因...","[0.17460946167226543,-0.2159372021190145,0.11368598280982538,-0.042516622438349506,0.19162830100818115]"
156,第1节　声音的产生与传播,"贝多芬是德国杰出的音乐家,维也纳古典乐派代表人物之一,世界音乐史上最伟大的作曲家之一.贝多芬56岁时听觉...","[-0.014091086700897325,0.15860375129109758,-0.16171365908601068,-0.07010377926582641,0.2082034757953476]"
157,第1节　声音的产生与传播,下列最能说明液体可以传播声音的现象是(),"[0.0017190867103636265,-0.08554547131061555,0.03358122743666172,-0.20958676245063546,0.1561829647049308]"
158,第1节　声音的产生与传播,"古诗云:“姑苏城外寒山寺,夜半钟声到客船.”在古代,人们常用撞钟报时,人们发现:停止了对大钟的撞...","[-0.016043673073382753,-0.01152302795334866,-0.05744712839001103,0.15920842517363396,0.052038185200408885]"
159,09月22日物理课堂练习声音的产生1,"如图所示,关于声现象的各种实验中,下列说法正确的是","[-0.35905091624174795,-0.07695588868643556,-0.04586621234193444,0.0892192552398358,0.14981564267405442]"
160,09月22日物理课堂练习声音的产生1,"在探究人耳怎样听到声音时,可以用肥皂膜模拟人耳的鼓膜.如图所示,当喇叭发声时,肥皂膜将(    )","[-0.12931304606609048,-0.19852754985913634,0.15437138895504177,0.09536547637544573,-0.016462936997413635]"
161,09月22日物理课堂练习声音的产生1,"如图所示,用悬挂着的乒乓球接触正在发声的音叉,乒乓球被弹开.这个实验是我们在学习«声现象»一...","[-0.17646097263232582,-0.06814672957573618,0.3401848370918915,-0.028799188988549367,-0.022768400875585418]"
162,09月22日物理课堂练习声音的产生1,"用大头针在两个塑料杯底部扎个小洞,把细线插进杯中打结制成一个土电话,对其通话过程的合理说法 为(    )","[-0.11131807593831225,-0.12897295083688654,0.08791772925051981,0.06591419372505143,-0.018641287541907765]"
163,09月22日物理课堂练习声音的产生1,"如图所示,用悬挂着的乒乓球接触正在发声的音叉,乒乓球会多次被弹开.这个实验是用来探究(     )","[-0.20467390934936702,-0.07493587303906679,0.3476386441383511,-0.06468256674706936,-0.08382860613055527]"
164,09月22日物理课堂练习声音的产生1,能说明“液体可以传播声音”的事例是(   ),"[-0.3725455870682543,-0.2712735156105323,0.2940355430949818,0.0746510530059988,0.043708802285519516]"
165,09月22日物理课堂练习声音的产生1,"甲同学在一根足够长的注满水的水管的一端用石头敲击一次,乙同学在水管的另一端用耳朵贴着水管听声。乙同学...","[-0.15972454519942403,0.31167751612762606,0.3049157302205761,0.13318878621794283,-0.23107665482287604]"
166,09月22日物理课堂练习声音的产生1,"关于声现象,下列说法正确的是(   )","[-0.43194543671878904,-0.12184915420683948,0.020480774343013763,0.028914259238676594,0.16200870241631163]"
167,09月22日物理课堂练习声音的产生2,"使正在发声的音叉接触水面,水面溅起水花,说明声音是由物体的  产生的.锣发声的时候,用手 按住锣面,锣声就消...","[-0.07087619967448214,-0.16687854782988626,0.31955141841899604,-0.06593399588018656,-0.0872816553649803]"
168,09月22日物理课堂练习声音的产生2,"声是由物体的振动产生的.风吹树叶哗哗响,是 (2个字) 在振动.笛子等管乐器发出的动听声音,是由  振动产生的....","[-0.11811114599307378,-0.27368122862563243,0.3491957150399685,-0.13873785507998296,-0.06629071752762511]"
169,09月22日物理课堂练习声音的产生2,"“掩耳盗铃”是大家熟悉的成语故事.从物理学角度分析,盗贼所犯 的错误是:既没有阻止声音的  ,又...","[-0.15622658694261,-0.2413323080706361,0.15300069099880362,0.027757035078186738,0.0498698165542201]"
170,09月22日物理课堂练习声音的产生2,"小红从小就很爱唱歌,为了参加歌唱大赛,她天天在家练,并且用录音机录下自己所唱的歌,以便改正某 些不足之处....","[-0.06907667065768137,-0.2580543271387401,0.18002866481876242,0.06934491322254357,0.00694118187074428]"
